season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession,Point Attempt,Shot Distance,Offensive Rebound,Defensive Rebound,Turnover
2017,"Fri, Nov 11, 2016",Indiana Pacers,Philadelphia 76ers,/boxscores/201611110PHI.html,e/embiijo01,t/turnemy01,home_center,Defensive rebound by M. Turner,t/turnemy01,,,0-0,Indiana Pacers,,,0,1,0
2017,"Fri, Nov 11, 2016",Indiana Pacers,Philadelphia 76ers,/boxscores/201611110PHI.html,e/embiijo01,t/turnemy01,home_center,Turnover by T. Young (bad pass; steal by D. Šarić),y/youngth01,,,0-0,Indiana Pacers,,,0,0,1
2017,"Fri, Nov 11, 2016",Indiana Pacers,Philadelphia 76ers,/boxscores/201611110PHI.html,e/embiijo01,t/turnemy01,home_center,,,G. Henderson makes 2-pt layup from 1 ft (assist by D. Šarić),h/hendege02,0-2,Philadelphia 76ers,2,1,0,0,0
2017,"Fri, Nov 11, 2016",Cleveland Cavaliers,Washington Wizards,/boxscores/201611110WAS.html,g/gortama01,t/thomptr01,away_center,K. Irving misses 2-pt jump shot from 13 ft,i/irvinky01,,,0-0,Cleveland Cavaliers,2,13,0,0,0
2017,"Fri, Nov 11, 2016",Cleveland Cavaliers,Washington Wizards,/boxscores/201611110WAS.html,g/gortama01,t/thomptr01,away_center,,,Defensive rebound by M. Gortat,g/gortama01,0-0,Washington Wizards,,,0,1,0
2017,"Fri, Nov 11, 2016",Cleveland Cavaliers,Washington Wizards,/boxscores/201611110WAS.html,g/gortama01,t/thomptr01,away_center,,,Turnover by J. Wall (lost ball; steal by T. Thompson),w/walljo01,0-0,Washington Wizards,,,0,0,1
2017,"Fri, Nov 11, 2016",Cleveland Cavaliers,Washington Wizards,/boxscores/201611110WAS.html,g/gortama01,t/thomptr01,away_center,Turnover by T. Thompson (traveling),t/thomptr01,,,0-0,Cleveland Cavaliers,,,0,0,1
2017,"Fri, Nov 11, 2016",Cleveland Cavaliers,Washington Wizards,/boxscores/201611110WAS.html,g/gortama01,t/thomptr01,away_center,,,J. Wall makes 2-pt jump shot from 14 ft,w/walljo01,0-2,Washington Wizards,2,14,0,0,0
2017,"Fri, Nov 11, 2016",New York Knicks,Boston Celtics,/boxscores/201611110BOS.html,j/johnsam01,n/noahjo01,away_center,C. Anthony misses 2-pt jump shot from 6 ft,a/anthoca01,,,0-0,New York Knicks,2,6,0,0,0
2017,"Fri, Nov 11, 2016",New York Knicks,Boston Celtics,/boxscores/201611110BOS.html,j/johnsam01,n/noahjo01,away_center,,,Defensive rebound by A. Bradley,b/bradlav01,0-0,Boston Celtics,,,0,1,0
2017,"Fri, Nov 11, 2016",New York Knicks,Boston Celtics,/boxscores/201611110BOS.html,j/johnsam01,n/noahjo01,away_center,,,I. Thomas makes 2-pt jump shot from 17 ft (assist by A. Bradley),t/thomais02,0-2,Boston Celtics,2,17,0,0,0
2017,"Fri, Nov 11, 2016",Los Angeles Clippers,Oklahoma City Thunder,/boxscores/201611110OKC.html,a/adamsst01,j/jordade01,home_center,,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by R. Westbrook),o/oladivi01,0-3,Oklahoma City Thunder,3,22,0,0,0
2017,"Fri, Nov 11, 2016",Detroit Pistons,San Antonio Spurs,/boxscores/201611110SAS.html,d/drumman01,g/gasolpa01,away_center,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,c/caldwke01,,,0-0,Detroit Pistons,3,24,0,0,0
2017,"Fri, Nov 11, 2016",Detroit Pistons,San Antonio Spurs,/boxscores/201611110SAS.html,d/drumman01,g/gasolpa01,away_center,,,Defensive rebound by L. Aldridge,a/aldrila01,0-0,San Antonio Spurs,,,0,1,0
2017,"Fri, Nov 11, 2016",Detroit Pistons,San Antonio Spurs,/boxscores/201611110SAS.html,d/drumman01,g/gasolpa01,away_center,,,T. Parker makes 2-pt jump shot from 17 ft,p/parketo01,0-2,San Antonio Spurs,2,17,0,0,0
2017,"Fri, Nov 11, 2016",Sacramento Kings,Portland Trail Blazers,/boxscores/201611110POR.html,k/koufoko01,p/plumlma01,home_center,,,Defensive rebound by M. Plumlee,p/plumlma01,0-0,Portland Trail Blazers,,,0,1,0
2017,"Fri, Nov 11, 2016",Sacramento Kings,Portland Trail Blazers,/boxscores/201611110POR.html,k/koufoko01,p/plumlma01,home_center,,,M. Leonard misses 2-pt layup from 1 ft,l/leoname01,0-0,Portland Trail Blazers,2,1,0,0,0
2017,"Fri, Nov 11, 2016",Sacramento Kings,Portland Trail Blazers,/boxscores/201611110POR.html,k/koufoko01,p/plumlma01,home_center,Defensive rebound by R. Gay,g/gayru01,,,0-0,Sacramento Kings,,,0,1,0
2017,"Fri, Nov 11, 2016",Sacramento Kings,Portland Trail Blazers,/boxscores/201611110POR.html,k/koufoko01,p/plumlma01,home_center,Turnover by K. Koufos (bad pass),k/koufoko01,,,0-0,Sacramento Kings,,,0,0,1
2017,"Fri, Nov 11, 2016",Sacramento Kings,Portland Trail Blazers,/boxscores/201611110POR.html,k/koufoko01,p/plumlma01,home_center,,,D. Lillard makes 2-pt jump shot from 18 ft,l/lillada01,0-2,Portland Trail Blazers,2,18,0,0,0
2017,"Sat, Nov 12, 2016",Boston Celtics,Indiana Pacers,/boxscores/201611120IND.html,j/johnsam01,t/turnemy01,away_center,K. Olynyk makes 2-pt jump shot from 16 ft (assist by A. Bradley),o/olynyke01,,,2-0,Boston Celtics,2,16,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,,,A. Davis misses 2-pt jump shot from 8 ft,d/davisan02,0-0,New Orleans Pelicans,2,8,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,,,Offensive rebound by E. Moore,m/mooreet01,0-0,New Orleans Pelicans,,,1,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,,,T. Frazier misses 2-pt jump shot from 4 ft (block by J. Randle),f/fraziti01,0-0,New Orleans Pelicans,2,4,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,Defensive rebound by J. Randle,r/randlju01,,,0-0,Los Angeles Lakers,,,0,1,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,J. Randle misses 3-pt jump shot from 26 ft,r/randlju01,,,0-0,Los Angeles Lakers,3,26,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,,,Defensive rebound by Ö. Aşık,a/asikom01,0-0,New Orleans Pelicans,,,0,1,0
2017,"Sat, Nov 12, 2016",Los Angeles Lakers,New Orleans Pelicans,/boxscores/201611120NOP.html,d/davisan02,m/mozgoti01,home_center,,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Frazier),d/davisan02,0-2,New Orleans Pelicans,2,15,0,0,0
2017,"Sat, Nov 12, 2016",Philadelphia 76ers,Atlanta Hawks,/boxscores/201611120ATL.html,h/howardw01,o/okafoja01,home_center,,,Turnover by K. Bazemore (bad pass; steal by S. Rodríguez),b/bazemke01,0-0,Atlanta Hawks,,,0,0,1
2017,"Sat, Nov 12, 2016",Philadelphia 76ers,Atlanta Hawks,/boxscores/201611120ATL.html,h/howardw01,o/okafoja01,home_center,Turnover by J. Okafor (bad pass; steal by D. Schröder),o/okafoja01,,,0-0,Philadelphia 76ers,,,0,0,1
2017,"Sat, Nov 12, 2016",Philadelphia 76ers,Atlanta Hawks,/boxscores/201611120ATL.html,h/howardw01,o/okafoja01,home_center,,,Personal foul by J. Okafor (drawn by P. Millsap),o/okafoja01,0-0,Atlanta Hawks,,,0,0,0
2017,"Sat, Nov 12, 2016",Philadelphia 76ers,Atlanta Hawks,/boxscores/201611120ATL.html,h/howardw01,o/okafoja01,home_center,,,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Korver),b/bazemke01,0-2,Atlanta Hawks,2,1,0,0,0
2017,"Sat, Nov 12, 2016",New York Knicks,Toronto Raptors,/boxscores/201611120TOR.html,n/noahjo01,v/valanjo01,home_center,,,Defensive rebound by K. Lowry,l/lowryky01,0-0,Toronto Raptors,,,0,1,0
2017,"Sat, Nov 12, 2016",New York Knicks,Toronto Raptors,/boxscores/201611120TOR.html,n/noahjo01,v/valanjo01,home_center,,,D. DeRozan misses 2-pt jump shot from 18 ft,d/derozde01,0-0,Toronto Raptors,2,18,0,0,0
2017,"Sat, Nov 12, 2016",New York Knicks,Toronto Raptors,/boxscores/201611120TOR.html,n/noahjo01,v/valanjo01,home_center,Defensive rebound by C. Anthony,a/anthoca01,,,0-0,New York Knicks,,,0,1,0
2017,"Sat, Nov 12, 2016",New York Knicks,Toronto Raptors,/boxscores/201611120TOR.html,n/noahjo01,v/valanjo01,home_center,C. Anthony makes 2-pt jump shot from 17 ft (assist by D. Rose),a/anthoca01,,,2-0,New York Knicks,2,17,0,0,0
2017,"Sat, Nov 12, 2016",Washington Wizards,Chicago Bulls,/boxscores/201611120CHI.html,g/gortama01,l/lopezro01,away_center,S. Mac makes 3-pt jump shot from 25 ft (assist by T. Satoranský),m/mcclesh01,,,3-0,Washington Wizards,3,25,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,C. Brewer misses 3-pt jump shot from 24 ft,b/breweco01,0-0,Houston Rockets,3,24,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,Defensive rebound by L. Aldridge,a/aldrila01,,,0-0,San Antonio Spurs,,,0,1,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,Personal foul by J. Harden (drawn by P. Gasol),h/hardeja01,,,0-0,San Antonio Spurs,,,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,P. Gasol misses 2-pt jump shot from 17 ft,g/gasolpa01,,,0-0,San Antonio Spurs,2,17,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,Defensive rebound by J. Harden,h/hardeja01,0-0,Houston Rockets,,,0,1,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,J. Harden misses 2-pt jump shot from 8 ft,h/hardeja01,0-0,Houston Rockets,2,8,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,Offensive rebound by J. Harden,h/hardeja01,0-0,Houston Rockets,,,1,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,R. Anderson misses 3-pt jump shot from 25 ft,a/anderry01,0-0,Houston Rockets,3,25,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,Defensive rebound by P. Gasol,g/gasolpa01,,,0-0,San Antonio Spurs,,,0,1,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,P. Gasol misses 2-pt jump shot from 16 ft,g/gasolpa01,,,0-0,San Antonio Spurs,2,16,0,0,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,Defensive rebound by J. Harden,h/hardeja01,0-0,Houston Rockets,,,0,1,0
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,,,Turnover by J. Harden (bad pass; steal by K. Leonard),h/hardeja01,0-0,Houston Rockets,,,0,0,1
2017,"Sat, Nov 12, 2016",San Antonio Spurs,Houston Rockets,/boxscores/201611120HOU.html,c/capelca01,g/gasolpa01,home_center,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Green),a/aldrila01,,,2-0,San Antonio Spurs,2,20,0,0,0
2017,"Sat, Nov 12, 2016",Utah Jazz,Miami Heat,/boxscores/201611120MIA.html,g/goberru01,w/whiteha01,home_center,,,H. Whiteside misses 2-pt layup from 2 ft (block by R. Gobert),w/whiteha01,0-0,Miami Heat,2,2,0,0,0
2017,"Sat, Nov 12, 2016",Utah Jazz,Miami Heat,/boxscores/201611120MIA.html,g/goberru01,w/whiteha01,home_center,,,Offensive rebound by H. Whiteside,w/whiteha01,0-0,Miami Heat,,,1,0,0
2017,"Sat, Nov 12, 2016",Utah Jazz,Miami Heat,/boxscores/201611120MIA.html,g/goberru01,w/whiteha01,home_center,,,H. Whiteside makes 2-pt jump shot from 2 ft,w/whiteha01,0-2,Miami Heat,2,2,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Clippers,Minnesota Timberwolves,/boxscores/201611120MIN.html,j/jordade01,t/townska01,away_center,D. Jordan misses 2-pt layup from 1 ft,j/jordade01,,,0-0,Los Angeles Clippers,2,1,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Clippers,Minnesota Timberwolves,/boxscores/201611120MIN.html,j/jordade01,t/townska01,away_center,,,Defensive rebound by K. Towns,t/townska01,0-0,Minnesota Timberwolves,,,0,1,0
2017,"Sat, Nov 12, 2016",Los Angeles Clippers,Minnesota Timberwolves,/boxscores/201611120MIN.html,j/jordade01,t/townska01,away_center,,,K. Towns misses 2-pt jump shot from 12 ft,t/townska01,0-0,Minnesota Timberwolves,2,12,0,0,0
2017,"Sat, Nov 12, 2016",Los Angeles Clippers,Minnesota Timberwolves,/boxscores/201611120MIN.html,j/jordade01,t/townska01,away_center,Defensive rebound by Team,,,,0-0,Los Angeles Clippers,,,0,1,0
2017,"Sat, Nov 12, 2016",Los Angeles Clippers,Minnesota Timberwolves,/boxscores/201611120MIN.html,j/jordade01,t/townska01,away_center,B. Griffin makes 2-pt jump shot from 6 ft (assist by C. Paul),g/griffbl01,,,2-0,Los Angeles Clippers,2,6,0,0,0
2017,"Sat, Nov 12, 2016",Memphis Grizzlies,Milwaukee Bucks,/boxscores/201611120MIL.html,g/gasolma01,h/hensojo01,home_center,,,G. Antetokounmpo makes 2-pt jump shot from 5 ft,a/antetgi01,0-2,Milwaukee Bucks,2,5,0,0,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,M. Morris misses 3-pt jump shot from 26 ft,m/morrima03,,,0-0,Detroit Pistons,3,26,0,0,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,,,Defensive rebound by E. Mudiay,m/mudiaem01,0-0,Denver Nuggets,,,0,1,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,,,G. Harris misses 2-pt jump shot from 19 ft,h/harriga01,0-0,Denver Nuggets,2,19,0,0,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,Defensive rebound by A. Drummond,d/drumman01,,,0-0,Detroit Pistons,,,0,1,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,T. Harris misses 2-pt jump shot from 9 ft,h/harrito02,,,0-0,Detroit Pistons,2,9,0,0,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,,,Defensive rebound by D. Gallinari,g/gallida01,0-0,Denver Nuggets,,,0,1,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,,,K. Faried misses 2-pt dunk at rim,f/farieke01,0-0,Denver Nuggets,2,,0,0,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,Defensive rebound by T. Harris,h/harrito02,,,0-0,Detroit Pistons,,,0,1,0
2017,"Sat, Nov 12, 2016",Detroit Pistons,Denver Nuggets,/boxscores/201611120DEN.html,d/drumman01,n/nurkiju01,away_center,I. Smith makes 2-pt jump shot from 20 ft,s/smithis01,,,2-0,Detroit Pistons,2,20,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,A. Len misses 2-pt layup from 2 ft (block by T. Booker),l/lenal01,0-0,Phoenix Suns,2,2,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,Offensive rebound by A. Len,l/lenal01,0-0,Phoenix Suns,,,1,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,A. Len misses 2-pt layup from 2 ft (block by B. Lopez),l/lenal01,0-0,Phoenix Suns,2,2,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,Offensive rebound by T. Warren,w/warretj01,0-0,Phoenix Suns,,,1,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,M. Chriss misses 2-pt layup from 1 ft (block by B. Lopez),c/chrisma01,0-0,Phoenix Suns,2,1,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,Defensive rebound by S. Kilpatrick,k/kilpase01,,,0-0,Brooklyn Nets,,,0,1,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,B. Lopez misses 2-pt jump shot from 3 ft,l/lopezbr01,,,0-0,Brooklyn Nets,2,3,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,Defensive rebound by M. Chriss,c/chrisma01,0-0,Phoenix Suns,,,0,1,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,Shooting foul by R. Hollis-Jefferson (drawn by E. Bledsoe),h/holliro01,0-0,Phoenix Suns,,,0,0,0
2017,"Sat, Nov 12, 2016",Brooklyn Nets,Phoenix Suns,/boxscores/201611120PHO.html,l/lenal01,l/lopezbr01,home_center,,,E. Bledsoe makes free throw 1 of 2,b/bledser01,0-1,Phoenix Suns,,,0,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,,,Turnover by L. James (bad pass; steal by N. Batum),j/jamesle01,0-0,Cleveland Cavaliers,,,0,0,1
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,k/kiddgmi01,,,0-0,Charlotte Hornets,2,21,0,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,,,Defensive rebound by M. Dunleavy,d/dunlemi02,0-0,Cleveland Cavaliers,,,0,1,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,,,L. James misses 2-pt jump shot from 20 ft,j/jamesle01,0-0,Cleveland Cavaliers,2,20,0,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,Defensive rebound by Team,,,,0-0,Charlotte Hornets,,,0,1,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,C. Zeller misses 2-pt layup from 3 ft (block by T. Thompson),z/zelleco01,,,0-0,Charlotte Hornets,2,3,0,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,Offensive rebound by Team,,,,0-0,Charlotte Hornets,,,1,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,k/kiddgmi01,,,0-0,Charlotte Hornets,2,12,0,0,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,,,Defensive rebound by T. Thompson,t/thomptr01,0-0,Cleveland Cavaliers,,,0,1,0
2017,"Sun, Nov 13, 2016",Charlotte Hornets,Cleveland Cavaliers,/boxscores/201611130CLE.html,t/thomptr01,z/zelleco01,home_center,,,K. Love makes 2-pt dunk at rim (assist by K. Irving),l/loveke01,0-2,Cleveland Cavaliers,2,,0,0,0
2017,"Sun, Nov 13, 2016",Los Angeles Lakers,Minnesota Timberwolves,/boxscores/201611130MIN.html,m/mozgoti01,t/townska01,home_center,,,A. Wiggins makes 2-pt jump shot from 19 ft (assist by G. Dieng),w/wiggian01,0-2,Minnesota Timberwolves,2,19,0,0,0
2017,"Sun, Nov 13, 2016",Orlando Magic,Oklahoma City Thunder,/boxscores/201611130OKC.html,a/adamsst01,v/vucevni01,home_center,,,A. Roberson misses 3-pt jump shot from 25 ft,r/roberan03,0-0,Oklahoma City Thunder,3,25,0,0,0
2017,"Sun, Nov 13, 2016",Orlando Magic,Oklahoma City Thunder,/boxscores/201611130OKC.html,a/adamsst01,v/vucevni01,home_center,Defensive rebound by E. Payton,p/paytoel01,,,0-0,Orlando Magic,,,0,1,0
2017,"Sun, Nov 13, 2016",Orlando Magic,Oklahoma City Thunder,/boxscores/201611130OKC.html,a/adamsst01,v/vucevni01,home_center,S. Ibaka makes 2-pt hook shot from 5 ft (assist by J. Green),i/ibakase01,,,2-0,Orlando Magic,2,5,0,0,0
2017,"Sun, Nov 13, 2016",Phoenix Suns,Golden State Warriors,/boxscores/201611130GSW.html,l/lenal01,p/pachuza01,home_center,,,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),d/duranke01,0-2,Golden State Warriors,2,,0,0,0
2017,"Sun, Nov 13, 2016",Denver Nuggets,Portland Trail Blazers,/boxscores/201611130POR.html,n/nurkiju01,p/plumlma01,away_center,J. Nurkić makes 2-pt jump shot from 4 ft,n/nurkiju01,,,2-0,Denver Nuggets,2,4,0,0,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,N. Vučević misses 2-pt hook shot from 14 ft,v/vucevni01,,,0-0,Orlando Magic,2,14,0,0,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,,,Defensive rebound by M. Turner,t/turnemy01,0-0,Indiana Pacers,,,0,1,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,,,Offensive foul by M. Turner (drawn by E. Payton),t/turnemy01,0-0,Indiana Pacers,,,0,0,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,,,Turnover by M. Turner (offensive foul),t/turnemy01,0-0,Indiana Pacers,,,0,0,1
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,S. Ibaka misses 3-pt jump shot from 27 ft,i/ibakase01,,,0-0,Orlando Magic,3,27,0,0,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,,,Defensive rebound by M. Ellis,e/ellismo01,0-0,Indiana Pacers,,,0,1,0
2017,"Mon, Nov 14, 2016",Orlando Magic,Indiana Pacers,/boxscores/201611140IND.html,t/turnemy01,v/vucevni01,away_center,,,T. Young makes 2-pt hook shot from 2 ft,y/youngth01,0-2,Indiana Pacers,2,2,0,0,0
2017,"Mon, Nov 14, 2016",Oklahoma City Thunder,Detroit Pistons,/boxscores/201611140DET.html,a/adamsst01,b/baynear01,away_center,Turnover by S. Adams (bad pass),a/adamsst01,,,0-0,Oklahoma City Thunder,,,0,0,1
2017,"Mon, Nov 14, 2016",Oklahoma City Thunder,Detroit Pistons,/boxscores/201611140DET.html,a/adamsst01,b/baynear01,away_center,,,T. Harris misses 2-pt jump shot from 14 ft,h/harrito02,0-0,Detroit Pistons,2,14,0,0,0
2017,"Mon, Nov 14, 2016",Oklahoma City Thunder,Detroit Pistons,/boxscores/201611140DET.html,a/adamsst01,b/baynear01,away_center,Defensive rebound by R. Westbrook,w/westbru01,,,0-0,Oklahoma City Thunder,,,0,1,0
2017,"Mon, Nov 14, 2016",Oklahoma City Thunder,Detroit Pistons,/boxscores/201611140DET.html,a/adamsst01,b/baynear01,away_center,Turnover by R. Westbrook (bad pass; steal by T. Harris),w/westbru01,,,0-0,Oklahoma City Thunder,,,0,0,1
2017,"Mon, Nov 14, 2016",Oklahoma City Thunder,Detroit Pistons,/boxscores/201611140DET.html,a/adamsst01,b/baynear01,away_center,,,I. Smith makes 2-pt layup from 1 ft,s/smithis01,0-2,Detroit Pistons,2,1,0,0,0
2017,"Mon, Nov 14, 2016",Dallas Mavericks,New York Knicks,/boxscores/201611140NYK.html,b/bogutan01,n/noahjo01,away_center,D. Finney-Smith misses 2-pt layup from 1 ft,f/finnedo01,,,0-0,Dallas Mavericks,2,1,0,0,0
2017,"Mon, Nov 14, 2016",Dallas Mavericks,New York Knicks,/boxscores/201611140NYK.html,b/bogutan01,n/noahjo01,away_center,,,Defensive rebound by C. Anthony,a/anthoca01,0-0,New York Knicks,,,0,1,0
2017,"Mon, Nov 14, 2016",Dallas Mavericks,New York Knicks,/boxscores/201611140NYK.html,b/bogutan01,n/noahjo01,away_center,,,C. Anthony makes 2-pt jump shot from 7 ft,a/anthoca01,0-2,New York Knicks,2,7,0,0,0
