season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession,Point Attempt,Shot Distance,Offensive Rebound,Defensive Rebound,Turnover
2018,"Sun, Oct 22, 2017",Minnesota Timberwolves,Oklahoma City Thunder,/boxscores/201710220OKC.html,a/adamsst01,t/townska01,home_center,,,Offensive rebound by S. Adams,a/adamsst01,0-0,Oklahoma City Thunder,,,1,0,0
2018,"Sun, Oct 22, 2017",Minnesota Timberwolves,Oklahoma City Thunder,/boxscores/201710220OKC.html,a/adamsst01,t/townska01,home_center,,,S. Adams makes 2-pt layup at rim,a/adamsst01,0-2,Oklahoma City Thunder,2,,0,0,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,,,L. Nance misses 2-pt hook shot from 9 ft,n/nancela02,0-0,Los Angeles Lakers,2,9,0,0,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,Defensive rebound by D. Cousins,c/couside01,,,0-0,New Orleans Pelicans,,,0,1,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,J. Holiday misses 2-pt hook shot from 8 ft,h/holidjr01,,,0-0,New Orleans Pelicans,2,8,0,0,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,,,Defensive rebound by B. Ingram,i/ingrabr01,0-0,Los Angeles Lakers,,,0,1,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,,,Turnover by L. Ball (bad pass; steal by D. Cunningham),b/balllo01,0-0,Los Angeles Lakers,,,0,0,1
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,Personal foul by B. Ingram (drawn by J. Holiday),i/ingrabr01,,,0-0,New Orleans Pelicans,,,0,0,0
2018,"Sun, Oct 22, 2017",New Orleans Pelicans,Los Angeles Lakers,/boxscores/201710220LAL.html,l/lopezbr01,d/davisan02,home_center,E. Moore makes 2-pt jump shot from 9 ft,m/mooreet01,,,2-0,New Orleans Pelicans,2,9,0,0,0
2018,"Mon, Oct 23, 2017",Philadelphia 76ers,Detroit Pistons,/boxscores/201710230DET.html,d/drumman01,e/embiijo01,away_center,B. Simmons misses 2-pt jump shot from 10 ft,s/simmobe01,,,0-0,Philadelphia 76ers,2,10,0,0,0
2018,"Mon, Oct 23, 2017",Philadelphia 76ers,Detroit Pistons,/boxscores/201710230DET.html,d/drumman01,e/embiijo01,away_center,Offensive rebound by B. Simmons,s/simmobe01,,,0-0,Philadelphia 76ers,,,1,0,0
2018,"Mon, Oct 23, 2017",Philadelphia 76ers,Detroit Pistons,/boxscores/201710230DET.html,d/drumman01,e/embiijo01,away_center,J. Embiid makes 2-pt layup at rim (assist by B. Simmons),e/embiijo01,,,2-0,Philadelphia 76ers,2,,0,0,0
2018,"Mon, Oct 23, 2017",Atlanta Hawks,Miami Heat,/boxscores/201710230MIA.html,m/mickejo01,d/dedmode01,away_center,K. Bazemore makes 3-pt jump shot from 25 ft,b/bazemke01,,,3-0,Atlanta Hawks,3,25,0,0,0
2018,"Mon, Oct 23, 2017",Memphis Grizzlies,Houston Rockets,/boxscores/201710230HOU.html,c/capelca01,g/gasolma01,away_center,M. Gasol makes 2-pt dunk at rim (assist by J. Martin),g/gasolma01,,,2-0,Memphis Grizzlies,2,,0,0,0
2018,"Mon, Oct 23, 2017",Charlotte Hornets,Milwaukee Bucks,/boxscores/201710230MIL.html,m/makerth01,h/howardw01,away_center,Turnover by M. Williams (bad pass; steal by T. Maker),w/willima02,,,0-0,Charlotte Hornets,,,0,0,1
2018,"Mon, Oct 23, 2017",Charlotte Hornets,Milwaukee Bucks,/boxscores/201710230MIL.html,m/makerth01,h/howardw01,away_center,,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,a/antetgi01,0-2,Milwaukee Bucks,2,7,0,0,0
2018,"Mon, Oct 23, 2017",Golden State Warriors,Dallas Mavericks,/boxscores/201710230DAL.html,b/barneha02,p/pachuza01,away_center,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),t/thompkl01,,,2-0,Golden State Warriors,2,16,0,0,0
2018,"Mon, Oct 23, 2017",Toronto Raptors,San Antonio Spurs,/boxscores/201710230SAS.html,g/gasolpa01,n/noguelu01,home_center,,,L. Aldridge makes 2-pt jump shot from 14 ft,a/aldrila01,0-2,San Antonio Spurs,2,14,0,0,0
2018,"Mon, Oct 23, 2017",Washington Wizards,Denver Nuggets,/boxscores/201710230DEN.html,m/millspa01,g/gortama01,away_center,J. Wall misses 3-pt jump shot from 24 ft,w/walljo01,,,0-0,Washington Wizards,3,24,0,0,0
2018,"Mon, Oct 23, 2017",Washington Wizards,Denver Nuggets,/boxscores/201710230DEN.html,m/millspa01,g/gortama01,away_center,,,Defensive rebound by N. Jokić,j/jokicni01,0-0,Denver Nuggets,,,0,1,0
2018,"Mon, Oct 23, 2017",Washington Wizards,Denver Nuggets,/boxscores/201710230DEN.html,m/millspa01,g/gortama01,away_center,,,G. Harris makes 2-pt layup from 2 ft (assist by J. Murray),h/harriga01,0-2,Denver Nuggets,2,2,0,0,0
2018,"Mon, Oct 23, 2017",Sacramento Kings,Phoenix Suns,/boxscores/201710230PHO.html,c/chandty01,c/caulewi01,home_center,,,Turnover by M. Chriss (lost ball; steal by G. Hill),c/chrisma01,0-0,Phoenix Suns,,,0,0,1
2018,"Mon, Oct 23, 2017",Sacramento Kings,Phoenix Suns,/boxscores/201710230PHO.html,c/chandty01,c/caulewi01,home_center,B. Hield makes 2-pt layup at rim,h/hieldbu01,,,2-0,Sacramento Kings,2,,0,0,0
2018,"Tue, Oct 24, 2017",Chicago Bulls,Cleveland Cavaliers,/boxscores/201710240CLE.html,t/thomptr01,l/lopezro01,away_center,P. Zipser makes 2-pt layup from 4 ft,z/zipsepa01,,,2-0,Chicago Bulls,2,4,0,0,0
2018,"Tue, Oct 24, 2017",Brooklyn Nets,Orlando Magic,/boxscores/201710240ORL.html,v/vucevni01,m/mozgoti01,away_center,D. Russell makes 3-pt jump shot from 26 ft (assist by C. LeVert),r/russeda01,,,3-0,Brooklyn Nets,3,26,0,0,0
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,,,Turnover by A. Horford (bad pass; steal by C. Lee),h/horfoal01,0-0,Boston Celtics,,,0,0,1
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,K. Porziņģis misses 3-pt jump shot from 27 ft,p/porzikr01,,,0-0,New York Knicks,3,27,0,0,0
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,,,Defensive rebound by J. Brown,b/brownja02,0-0,Boston Celtics,,,0,1,0
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,,,J. Tatum misses 3-pt jump shot from 23 ft,t/tatumja01,0-0,Boston Celtics,3,23,0,0,0
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,Defensive rebound by R. Sessions,s/sessira01,,,0-0,New York Knicks,,,0,1,0
2018,"Tue, Oct 24, 2017",New York Knicks,Boston Celtics,/boxscores/201710240BOS.html,h/horfoal01,p/porzikr01,home_center,R. Sessions makes 2-pt hook shot from 4 ft,s/sessira01,,,2-0,New York Knicks,2,4,0,0,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,,,A. Wiggins misses 3-pt jump shot from 25 ft,w/wiggian01,0-0,Minnesota Timberwolves,3,25,0,0,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,Defensive rebound by D. Sabonis,s/sabondo01,,,0-0,Indiana Pacers,,,0,1,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,D. Collison misses 3-pt jump shot from 22 ft,c/collida01,,,0-0,Indiana Pacers,3,22,0,0,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,,,Defensive rebound by K. Towns,t/townska01,0-0,Minnesota Timberwolves,,,0,1,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,,,S. Muhammad misses 2-pt layup at rim,m/muhamsh01,0-0,Minnesota Timberwolves,2,,0,0,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,Defensive rebound by V. Oladipo,o/oladivi01,,,0-0,Indiana Pacers,,,0,1,0
2018,"Tue, Oct 24, 2017",Indiana Pacers,Minnesota Timberwolves,/boxscores/201710240MIN.html,t/townska01,s/sabondo01,home_center,V. Oladipo makes 2-pt layup at rim,o/oladivi01,,,2-0,Indiana Pacers,2,,0,0,0
2018,"Tue, Oct 24, 2017",New Orleans Pelicans,Portland Trail Blazers,/boxscores/201710240POR.html,n/nurkiju01,d/davisan02,away_center,Personal foul by M. Harkless (drawn by A. Davis),h/harklma01,,,0-0,New Orleans Pelicans,,,0,0,0
2018,"Tue, Oct 24, 2017",New Orleans Pelicans,Portland Trail Blazers,/boxscores/201710240POR.html,n/nurkiju01,d/davisan02,away_center,Turnover by J. Holiday (lost ball; steal by J. Nurkić),h/holidjr01,,,0-0,New Orleans Pelicans,,,0,0,1
2018,"Tue, Oct 24, 2017",New Orleans Pelicans,Portland Trail Blazers,/boxscores/201710240POR.html,n/nurkiju01,d/davisan02,away_center,,,Shooting block foul by D. Cunningham (drawn by M. Harkless),c/cunnida01,0-0,Portland Trail Blazers,,,0,0,0
2018,"Tue, Oct 24, 2017",New Orleans Pelicans,Portland Trail Blazers,/boxscores/201710240POR.html,n/nurkiju01,d/davisan02,away_center,,,M. Harkless makes free throw 1 of 2,h/harklma01,0-1,Portland Trail Blazers,,,0,0,0
2018,"Tue, Oct 24, 2017",Utah Jazz,Los Angeles Clippers,/boxscores/201710240LAC.html,j/jordade01,g/goberru01,home_center,,,D. Jordan misses 2-pt hook shot from 2 ft,j/jordade01,0-0,Los Angeles Clippers,2,2,0,0,0
2018,"Tue, Oct 24, 2017",Utah Jazz,Los Angeles Clippers,/boxscores/201710240LAC.html,j/jordade01,g/goberru01,home_center,Defensive rebound by R. Rubio,r/rubiori01,,,0-0,Utah Jazz,,,0,1,0
2018,"Tue, Oct 24, 2017",Utah Jazz,Los Angeles Clippers,/boxscores/201710240LAC.html,j/jordade01,g/goberru01,home_center,R. Rubio makes 2-pt jump shot from 13 ft,r/rubiori01,,,2-0,Utah Jazz,2,13,0,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,,,J. Lamb misses 2-pt jump shot from 16 ft,l/lambje01,0-0,Charlotte Hornets,2,16,0,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,Defensive rebound by P. Millsap,m/millspa01,,,0-0,Denver Nuggets,,,0,1,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,J. Murray misses 3-pt jump shot from 24 ft,m/murraja01,,,0-0,Denver Nuggets,3,24,0,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,Offensive rebound by N. Jokić,j/jokicni01,,,0-0,Denver Nuggets,,,1,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,G. Harris misses 3-pt jump shot from 25 ft,h/harriga01,,,0-0,Denver Nuggets,3,25,0,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,,,Defensive rebound by D. Howard,h/howardw01,0-0,Charlotte Hornets,,,0,1,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,k/kiddgmi01,0-0,Charlotte Hornets,2,2,0,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,,,Offensive rebound by D. Howard,h/howardw01,0-0,Charlotte Hornets,,,1,0,0
2018,"Wed, Oct 25, 2017",Denver Nuggets,Charlotte Hornets,/boxscores/201710250CHO.html,h/howardw01,m/millspa01,home_center,,,D. Howard makes 2-pt layup at rim,h/howardw01,0-2,Charlotte Hornets,2,,0,0,0
2018,"Wed, Oct 25, 2017",Minnesota Timberwolves,Detroit Pistons,/boxscores/201710250DET.html,d/drumman01,t/townska01,away_center,J. Teague makes 2-pt jump shot from 2 ft,t/teaguje01,,,2-0,Minnesota Timberwolves,2,2,0,0,0
2018,"Wed, Oct 25, 2017",Houston Rockets,Philadelphia 76ers,/boxscores/201710250PHI.html,e/embiijo01,c/capelca01,home_center,,,J. Embiid makes 2-pt jump shot from 10 ft,e/embiijo01,0-2,Philadelphia 76ers,2,10,0,0,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,K. Love misses 2-pt jump shot from 13 ft,l/loveke01,,,0-0,Cleveland Cavaliers,2,13,0,0,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,,,Defensive rebound by C. LeVert,l/leverca01,0-0,Brooklyn Nets,,,0,1,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,,,C. LeVert misses 2-pt jump shot from 10 ft,l/leverca01,0-0,Brooklyn Nets,2,10,0,0,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,Defensive rebound by L. James,j/jamesle01,,,0-0,Cleveland Cavaliers,,,0,1,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,Shooting foul by S. Dinwiddie (drawn by L. James),d/dinwisp01,,,0-0,Cleveland Cavaliers,,,0,0,0
2018,"Wed, Oct 25, 2017",Cleveland Cavaliers,Brooklyn Nets,/boxscores/201710250BRK.html,m/mozgoti01,t/thomptr01,away_center,L. James makes free throw 1 of 2,j/jamesle01,,,1-0,Cleveland Cavaliers,,,0,0,0
2018,"Wed, Oct 25, 2017",San Antonio Spurs,Miami Heat,/boxscores/201710250MIA.html,a/adebaba01,g/gasolpa01,away_center,Personal foul by B. Adebayo (drawn by L. Aldridge),a/adebaba01,,,0-0,San Antonio Spurs,,,0,0,0
2018,"Wed, Oct 25, 2017",San Antonio Spurs,Miami Heat,/boxscores/201710250MIA.html,a/adebaba01,g/gasolpa01,away_center,P. Gasol makes 2-pt jump shot from 8 ft (assist by D. Murray),g/gasolpa01,,,2-0,San Antonio Spurs,2,8,0,0,0
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,,,C. Anthony misses 2-pt jump shot from 12 ft,a/anthoca01,0-0,Oklahoma City Thunder,2,12,0,0,0
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,,,Offensive rebound by S. Adams,a/adamsst01,0-0,Oklahoma City Thunder,,,1,0,0
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,,,Turnover by S. Adams (out of bounds lost ball),a/adamsst01,0-0,Oklahoma City Thunder,,,0,0,1
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,V. Oladipo misses 2-pt jump shot from 23 ft,o/oladivi01,,,0-0,Indiana Pacers,2,23,0,0,0
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,Offensive rebound by D. Sabonis,s/sabondo01,,,0-0,Indiana Pacers,,,1,0,0
2018,"Wed, Oct 25, 2017",Indiana Pacers,Oklahoma City Thunder,/boxscores/201710250OKC.html,a/adamsst01,s/sabondo01,home_center,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Sabonis),c/collida01,,,3-0,Indiana Pacers,3,23,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,Personal foul by W. Matthews (drawn by M. Gasol),m/matthwe02,,,0-0,Memphis Grizzlies,,,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,M. Conley misses 2-pt jump shot from 18 ft,c/conlemi01,,,0-0,Memphis Grizzlies,2,18,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,,,Defensive rebound by H. Barnes,b/barneha02,0-0,Dallas Mavericks,,,0,1,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,,,Personal foul by A. Harrison (drawn by W. Matthews),h/harrian01,0-0,Dallas Mavericks,,,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,,,D. Nowitzki misses 3-pt jump shot from 25 ft,n/nowitdi01,0-0,Dallas Mavericks,3,25,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,Defensive rebound by J. Ennis,e/ennisja01,,,0-0,Memphis Grizzlies,,,0,1,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,M. Gasol misses 2-pt hook shot from 5 ft,g/gasolma01,,,0-0,Memphis Grizzlies,2,5,0,0,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,,,Defensive rebound by D. Nowitzki,n/nowitdi01,0-0,Dallas Mavericks,,,0,1,0
2018,"Wed, Oct 25, 2017",Memphis Grizzlies,Dallas Mavericks,/boxscores/201710250DAL.html,n/noelne01,g/gasolma01,away_center,,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),m/matthwe02,0-3,Dallas Mavericks,3,24,0,0,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,,,D. Booker misses 2-pt jump shot from 20 ft,b/bookede01,0-0,Phoenix Suns,2,20,0,0,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,Defensive rebound by D. Favors,f/favorde01,,,0-0,Utah Jazz,,,0,1,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,D. Favors misses 3-pt jump shot from 23 ft,f/favorde01,,,0-0,Utah Jazz,3,23,0,0,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,,,Defensive rebound by T. Chandler,c/chandty01,0-0,Phoenix Suns,,,0,1,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,,,T. Chandler misses 2-pt layup from 2 ft,c/chandty01,0-0,Phoenix Suns,2,2,0,0,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,,,Offensive rebound by T. Chandler,c/chandty01,0-0,Phoenix Suns,,,1,0,0
2018,"Wed, Oct 25, 2017",Utah Jazz,Phoenix Suns,/boxscores/201710250PHO.html,c/chandty01,g/goberru01,home_center,,,T. Chandler makes 2-pt layup at rim,c/chandty01,0-2,Phoenix Suns,2,,0,0,0
2018,"Wed, Oct 25, 2017",Toronto Raptors,Golden State Warriors,/boxscores/201710250GSW.html,p/pachuza01,i/ibakase01,away_center,Shooting foul by K. Thompson (drawn by S. Ibaka),t/thompkl01,,,0-0,Toronto Raptors,,,0,0,0
2018,"Wed, Oct 25, 2017",Toronto Raptors,Golden State Warriors,/boxscores/201710250GSW.html,p/pachuza01,i/ibakase01,away_center,S. Ibaka makes free throw 1 of 2,i/ibakase01,,,1-0,Toronto Raptors,,,0,0,0
2018,"Wed, Oct 25, 2017",Washington Wizards,Los Angeles Lakers,/boxscores/201710250LAL.html,l/lopezbr01,g/gortama01,home_center,,,B. Lopez misses 2-pt layup from 9 ft,l/lopezbr01,0-0,Los Angeles Lakers,2,9,0,0,0
2018,"Wed, Oct 25, 2017",Washington Wizards,Los Angeles Lakers,/boxscores/201710250LAL.html,l/lopezbr01,g/gortama01,home_center,,,Offensive rebound by L. Nance,n/nancela02,0-0,Los Angeles Lakers,,,1,0,0
2018,"Wed, Oct 25, 2017",Washington Wizards,Los Angeles Lakers,/boxscores/201710250LAL.html,l/lopezbr01,g/gortama01,home_center,,,L. Nance makes 2-pt layup at rim,n/nancela02,0-2,Los Angeles Lakers,2,,0,0,0
2018,"Thu, Oct 26, 2017",Atlanta Hawks,Chicago Bulls,/boxscores/201710260CHI.html,l/lopezro01,d/dedmode01,away_center,D. Dedmon makes 2-pt jump shot from 15 ft (assist by M. Delaney),d/dedmode01,,,2-0,Atlanta Hawks,2,15,0,0,0
2018,"Thu, Oct 26, 2017",Dallas Mavericks,Memphis Grizzlies,/boxscores/201710260MEM.html,g/gasolma01,n/noelne01,away_center,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Smith),b/barneha02,,,2-0,Dallas Mavericks,2,16,0,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,Personal foul by T. Snell (drawn by D. Theis),s/snellto01,,,0-0,Boston Celtics,,,0,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,A. Horford misses 2-pt hook shot from 3 ft,h/horfoal01,,,0-0,Boston Celtics,2,3,0,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,Offensive rebound by Team,,,,0-0,Boston Celtics,,,1,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,K. Irving misses 2-pt jump shot from 11 ft,i/irvinky01,,,0-0,Boston Celtics,2,11,0,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,Offensive rebound by A. Horford,h/horfoal01,,,0-0,Boston Celtics,,,1,0,0
2018,"Thu, Oct 26, 2017",Boston Celtics,Milwaukee Bucks,/boxscores/201710260MIL.html,m/makerth01,h/horfoal01,away_center,K. Irving makes 2-pt jump shot from 20 ft (assist by A. Horford),i/irvinky01,,,2-0,Boston Celtics,2,20,0,0,0
2018,"Thu, Oct 26, 2017",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201710260POR.html,n/nurkiju01,j/jordade01,home_center,,,A. Aminu misses 3-pt jump shot from 24 ft,a/aminual01,0-0,Portland Trail Blazers,3,24,0,0,0
2018,"Thu, Oct 26, 2017",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201710260POR.html,n/nurkiju01,j/jordade01,home_center,Defensive rebound by D. Jordan,j/jordade01,,,0-0,Los Angeles Clippers,,,0,1,0
2018,"Thu, Oct 26, 2017",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201710260POR.html,n/nurkiju01,j/jordade01,home_center,Turnover by P. Beverley (bad pass; steal by A. Aminu),b/beverpa01,,,0-0,Los Angeles Clippers,,,0,0,1
2018,"Thu, Oct 26, 2017",Los Angeles Clippers,Portland Trail Blazers,/boxscores/201710260POR.html,n/nurkiju01,j/jordade01,home_center,,,D. Lillard makes 3-pt jump shot from 28 ft (assist by J. Nurkić),l/lillada01,0-3,Portland Trail Blazers,3,28,0,0,0
2018,"Thu, Oct 26, 2017",New Orleans Pelicans,Sacramento Kings,/boxscores/201710260SAC.html,c/caulewi01,c/couside01,away_center,D. Cousins makes 2-pt dunk from 1 ft (assist by J. Holiday),c/couside01,,,2-0,New Orleans Pelicans,2,1,0,0,0
